,Unnamed: 0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,Unnamed: 0,target
18437113,18437113,2021-08-11 10:35:17.314605+00:00,x,y,2021-08-19 17:00:00+00:00,2021-08-19 18:59:00+00:00,gamma,True,20.0,2,c-6,18437113,16075.0
1455196,1455196,2021-02-09 10:25:53.429124+00:00,x,y,2021-02-11 05:00:00+00:00,2021-02-11 07:00:00+00:00,gamma,True,0.0,0,c-2,1455196,8525.0
15702655,15702655,2021-07-24 10:52:06.275436+00:00,x,y,2021-08-06 14:00:00+00:00,2021-08-06 15:55:00+00:00,beta,True,40.0,0,b-9,15702655,8250.0
4846818,4846818,2021-04-19 14:16:29.578486+00:00,x,y,2021-05-11 05:00:00+00:00,2021-05-11 07:00:00+00:00,alpha,True,15.0,1,a-1,4846818,7796.0
1463154,1463154,2021-02-09 14:06:05.802880+00:00,x,y,2021-02-17 05:00:00+00:00,2021-02-17 06:55:00+00:00,beta,True,35.0,0,b-1,1463154,9512.0
2374882,2374882,2021-03-01 07:26:51.503234+00:00,x,y,2021-03-10 05:00:00+00:00,2021-03-10 06:55:00+00:00,beta,True,40.0,0,b-1,2374882,8613.0
968073,968073,2021-01-28 08:48:39.342389+00:00,x,y,2021-02-22 05:00:00+00:00,2021-02-22 07:00:00+00:00,gamma,True,32.0,1,c-2,968073,9405.0
10180475,10180475,2021-06-17 07:16:09.076199+00:00,x,y,2021-07-05 13:00:00+00:00,2021-07-05 15:00:00+00:00,alpha,True,35.0,1,a-9,10180475,7124.0
5416815,5416815,2021-04-24 10:03:02.000543+00:00,x,y,2021-04-26 11:00:00+00:00,2021-04-26 13:00:00+00:00,gamma,True,20.0,1,c-4,5416815,7390.0
16307677,16307677,2021-07-28 15:29:37.247282+00:00,x,y,2021-08-08 17:00:00+00:00,2021-08-08 18:59:00+00:00,gamma,True,20.0,2,c-6,16307677,11040.0
19447188,19447188,2021-08-16 13:58:23.641606+00:00,x,y,2021-08-27 17:05:00+00:00,2021-08-27 19:05:00+00:00,omega,True,20.0,1,d-5,19447188,6870.0
5983030,5983030,2021-05-02 01:46:01.666807+00:00,x,y,2021-06-14 05:00:00+00:00,2021-06-14 07:00:00+00:00,gamma,True,20.0,1,c-2,5983030,9655.0
20147275,20147275,2021-08-20 10:50:56.134561+00:00,x,y,2021-09-19 11:00:00+00:00,2021-09-19 12:55:00+00:00,beta,True,20.0,0,b-69,20147275,6750.0
16553091,16553091,2021-07-30 16:12:11.822439+00:00,x,y,2021-08-09 14:00:00+00:00,2021-08-09 16:00:00+00:00,gamma,True,20.0,1,c-4,16553091,7765.0
6727301,6727301,2021-05-13 13:02:14.628586+00:00,x,y,2021-05-15 05:00:00+00:00,2021-05-15 06:55:00+00:00,beta,True,20.0,0,b-1,6727301,6744.0
143244,143244,2021-01-04 13:04:08.555562+00:00,x,y,2021-01-30 16:00:00+00:00,2021-01-30 18:10:00+00:00,alpha,True,0.0,0,a-7,143244,8739.0
10615463,10615463,2021-06-20 20:06:48.155731+00:00,x,y,2021-07-10 04:00:00+00:00,2021-07-10 06:00:00+00:00,alpha,True,35.0,1,a-1,10615463,11072.0
1422646,1422646,2021-02-08 13:46:25.185367+00:00,x,y,2021-02-09 11:00:00+00:00,2021-02-09 13:00:00+00:00,gamma,True,0.0,0,c-4,1422646,9535.0
6444521,6444521,2021-05-08 21:31:44.798879+00:00,x,y,2021-05-22 13:00:00+00:00,2021-05-22 15:00:00+00:00,alpha,True,35.0,1,a-5,6444521,8290.0
8631092,8631092,2021-06-03 18:29:55.202035+00:00,x,y,2021-06-29 10:00:00+00:00,2021-06-29 12:00:00+00:00,alpha,True,15.0,1,a-7,8631092,9403.0
18446410,18446410,2021-08-11 11:16:07.530631+00:00,x,y,2021-08-21 14:00:00+00:00,2021-08-21 16:00:00+00:00,gamma,True,20.0,2,c-4,18446410,14130.0
10670648,10670648,2021-06-21 09:59:25.390687+00:00,x,y,2021-07-17 04:00:00+00:00,2021-07-17 06:00:00+00:00,alpha,True,15.0,1,a-1,10670648,9497.0
18335610,18335610,2021-08-10 21:26:51.104751+00:00,x,y,2021-08-19 10:00:00+00:00,2021-08-19 12:00:00+00:00,gamma,True,20.0,1,c-2,18335610,12560.0
17911963,17911963,2021-08-09 09:32:58.045359+00:00,x,y,2021-08-16 10:00:00+00:00,2021-08-16 12:00:00+00:00,gamma,True,20.0,1,c-2,17911963,7765.0
13452927,13452927,2021-07-08 08:38:02.182185+00:00,x,y,2021-07-08 10:00:00+00:00,2021-07-08 12:00:00+00:00,alpha,True,35.0,1,a-7,13452927,25345.0
6921018,6921018,2021-05-16 10:59:49.247484+00:00,x,y,2021-06-04 11:00:00+00:00,2021-06-04 13:00:00+00:00,gamma,True,20.0,2,c-4,6921018,10655.0
20742401,20742401,2021-08-24 08:45:34.077855+00:00,x,y,2021-09-20 10:00:00+00:00,2021-09-20 12:00:00+00:00,alpha,True,15.0,1,a-7,20742401,6810.0
18202445,18202445,2021-08-10 13:31:26.014272+00:00,x,y,2021-08-22 16:00:00+00:00,2021-08-22 18:00:00+00:00,alpha,True,15.0,1,a-23,18202445,18945.0
17791203,17791203,2021-08-08 16:52:21.875941+00:00,x,y,2021-08-26 10:00:00+00:00,2021-08-26 12:00:00+00:00,alpha,True,20.0,1,a-7,17791203,8381.0
13890241,13890241,2021-07-11 04:26:41.060580+00:00,x,y,2021-07-22 16:00:00+00:00,2021-07-22 18:00:00+00:00,alpha,True,35.0,1,a-23,13890241,10545.0
13084622,13084622,2021-07-06 08:42:07.064845+00:00,x,y,2021-07-20 13:00:00+00:00,2021-07-20 15:00:00+00:00,alpha,True,15.0,1,a-9,13084622,9045.0
12459017,12459017,2021-07-03 04:56:04.322699+00:00,x,y,2021-07-18 05:00:00+00:00,2021-07-18 06:55:00+00:00,beta,True,40.0,0,b-1,12459017,10830.0
7877977,7877977,2021-05-27 14:38:54.258379+00:00,x,y,2021-06-01 17:00:00+00:00,2021-06-01 18:59:00+00:00,gamma,True,20.0,1,c-6,7877977,8025.0
9965915,9965915,2021-06-15 10:19:56.576391+00:00,x,y,2021-06-23 09:45:00+00:00,2021-06-23 11:45:00+00:00,gamma,True,20.0,1,c-2,9965915,6620.0
9138394,9138394,2021-06-08 19:00:07.237054+00:00,x,y,2021-06-09 11:00:00+00:00,2021-06-09 13:00:00+00:00,gamma,True,20.0,1,c-4,9138394,10900.0
1636555,1636555,2021-02-13 16:59:50.498536+00:00,x,y,2021-02-15 05:00:00+00:00,2021-02-15 07:00:00+00:00,gamma,True,32.0,1,c-2,1636555,12500.0
381128,381128,2021-01-11 15:16:47.600666+00:00,x,y,2021-02-05 16:00:00+00:00,2021-02-05 18:10:00+00:00,alpha,True,0.0,0,a-7,381128,8739.0
7530308,7530308,2021-05-23 04:20:08.025924+00:00,x,y,2021-05-24 16:00:00+00:00,2021-05-24 18:00:00+00:00,alpha,True,15.0,1,a-7,7530308,8962.0
16959522,16959522,2021-08-03 09:24:21.320451+00:00,x,y,2021-08-06 16:00:00+00:00,2021-08-06 18:00:00+00:00,alpha,True,35.0,1,a-23,16959522,7524.0
1382663,1382663,2021-02-07 13:31:21.170770+00:00,x,y,2021-03-28 16:00:00+00:00,2021-03-28 18:00:00+00:00,alpha,True,0.0,0,a-7,1382663,8739.0
10092127,10092127,2021-06-16 11:08:18.753048+00:00,x,y,2021-07-17 09:45:00+00:00,2021-07-17 11:45:00+00:00,gamma,True,20.0,1,c-2,10092127,6620.0
3613845,3613845,2021-03-20 23:55:27.051294+00:00,x,y,2021-03-23 11:00:00+00:00,2021-03-23 12:55:00+00:00,beta,True,40.0,0,b-69,3613845,14192.0
11972785,11972785,2021-06-30 11:28:54.318543+00:00,x,y,2021-07-10 09:45:00+00:00,2021-07-10 11:45:00+00:00,gamma,True,20.0,2,c-2,11972785,17090.0
12460327,12460327,2021-07-03 05:05:10.171254+00:00,x,y,2021-07-31 17:00:00+00:00,2021-07-31 18:59:00+00:00,gamma,True,20.0,2,c-6,12460327,13050.0
6084463,6084463,2021-05-03 14:43:12.226107+00:00,x,y,2021-05-11 05:00:00+00:00,2021-05-11 07:00:00+00:00,gamma,True,20.0,2,c-2,6084463,9650.0
20765038,20765038,2021-08-24 11:09:37.108012+00:00,x,y,2021-08-26 14:00:00+00:00,2021-08-26 16:00:00+00:00,gamma,True,20.0,1,c-4,20765038,11545.0
4770434,4770434,2021-04-18 20:05:54.603030+00:00,x,y,2021-05-15 05:00:00+00:00,2021-05-15 06:55:00+00:00,beta,True,40.0,0,b-1,4770434,9956.0
2389750,2389750,2021-03-01 10:31:39.629463+00:00,x,y,2021-03-03 05:00:00+00:00,2021-03-03 07:00:00+00:00,gamma,True,20.0,2,c-2,2389750,8890.0
19986576,19986576,2021-08-19 12:38:23.588296+00:00,x,y,2021-09-05 17:00:00+00:00,2021-09-05 18:59:00+00:00,gamma,True,20.0,1,c-6,19986576,8750.0
7901830,7901830,2021-05-27 20:30:28.700284+00:00,x,y,2021-05-29 05:00:00+00:00,2021-05-29 07:00:00+00:00,alpha,True,15.0,1,a-1,7901830,7520.0
2224059,2224059,2021-02-27 05:02:30.959155+00:00,x,y,2021-03-10 05:15:00+00:00,2021-03-10 07:25:00+00:00,alpha,True,15.0,1,a-1,2224059,7502.0
19516497,19516497,2021-08-16 21:06:36.040633+00:00,x,y,2021-08-26 14:00:00+00:00,2021-08-26 15:55:00+00:00,beta,True,40.0,0,b-9,19516497,15830.0
7662911,7662911,2021-05-24 14:53:05.478581+00:00,x,y,2021-06-07 05:00:00+00:00,2021-06-07 07:00:00+00:00,gamma,True,20.0,1,c-2,7662911,10425.0
10400118,10400118,2021-06-19 04:29:20.765398+00:00,x,y,2021-07-10 07:00:00+00:00,2021-07-10 09:00:00+00:00,alpha,True,35.0,1,a-5,10400118,7150.0
17486337,17486337,2021-08-07 06:42:24.560706+00:00,x,y,2021-08-08 13:00:00+00:00,2021-08-08 15:00:00+00:00,alpha,True,20.0,1,a-9,17486337,14645.0
15885924,15885924,2021-07-25 16:39:53.582227+00:00,x,y,2021-07-29 10:00:00+00:00,2021-07-29 12:00:00+00:00,alpha,True,35.0,1,a-7,15885924,12645.0
2249419,2249419,2021-02-27 11:10:52.946441+00:00,x,y,2021-03-20 11:00:00+00:00,2021-03-20 12:55:00+00:00,beta,True,20.0,0,b-69,2249419,11452.0
15820459,15820459,2021-07-25 08:23:09.972931+00:00,x,y,2021-08-06 14:00:00+00:00,2021-08-06 15:55:00+00:00,beta,True,40.0,0,b-9,15820459,9220.0
11176298,11176298,2021-06-25 07:54:48.140778+00:00,x,y,2021-07-25 09:45:00+00:00,2021-07-25 11:45:00+00:00,gamma,True,20.0,1,c-2,11176298,10900.0
14892382,14892382,2021-07-17 20:54:37.088002+00:00,x,y,2021-07-25 13:00:00+00:00,2021-07-25 15:00:00+00:00,alpha,True,15.0,1,a-9,14892382,23895.0
3965830,3965830,2021-03-28 11:19:50.587662+00:00,x,y,2021-04-10 11:00:00+00:00,2021-04-10 12:55:00+00:00,beta,True,20.0,0,b-69,3965830,8957.0
2729879,2729879,2021-03-06 14:40:48.088612+00:00,x,y,2021-03-09 15:30:00+00:00,2021-03-09 17:30:00+00:00,alpha,True,15.0,1,a-7,2729879,7502.0
13485900,13485900,2021-07-08 12:04:16.749356+00:00,x,y,2021-07-29 09:45:00+00:00,2021-07-29 11:45:00+00:00,gamma,True,20.0,2,c-2,13485900,11285.0
13782133,13782133,2021-07-10 10:14:11.874177+00:00,x,y,2021-07-29 11:00:00+00:00,2021-07-29 12:55:00+00:00,beta,True,40.0,0,b-69,13782133,9160.0
17094110,17094110,2021-08-04 12:02:35.492390+00:00,x,y,2021-08-23 17:00:00+00:00,2021-08-23 18:59:00+00:00,gamma,True,20.0,2,c-6,17094110,8765.0
17518697,17518697,2021-08-07 09:49:27.917382+00:00,x,y,2021-08-11 07:50:00+00:00,2021-08-11 09:45:00+00:00,beta,True,20.0,0,b-67,17518697,6570.0
3739986,3739986,2021-03-23 19:10:58.043594+00:00,x,y,2021-04-17 11:00:00+00:00,2021-04-17 13:00:00+00:00,gamma,True,20.0,1,c-4,3739986,9800.0
6670875,6670875,2021-05-12 08:58:40.823566+00:00,x,y,2021-05-25 05:00:00+00:00,2021-05-25 07:00:00+00:00,gamma,True,20.0,2,c-2,6670875,8390.0
7547574,7547574,2021-05-23 08:59:42.519128+00:00,x,y,2021-05-30 17:00:00+00:00,2021-05-30 18:59:00+00:00,gamma,True,20.0,2,c-6,7547574,9025.0
10221966,10221966,2021-06-17 13:27:05.527912+00:00,x,y,2021-07-20 13:00:00+00:00,2021-07-20 15:00:00+00:00,alpha,True,35.0,1,a-9,10221966,7124.0
10046776,10046776,2021-06-16 02:32:45.638458+00:00,x,y,2021-06-22 14:00:00+00:00,2021-06-22 16:00:00+00:00,gamma,True,20.0,2,c-4,10046776,7620.0
961121,961121,2021-01-28 05:33:15.929324+00:00,x,y,2021-02-09 16:00:00+00:00,2021-02-09 17:55:00+00:00,beta,True,35.0,0,b-19,961121,9564.0
8741518,8741518,2021-06-04 18:33:16.580513+00:00,x,y,2021-06-07 16:00:00+00:00,2021-06-07 18:00:00+00:00,alpha,True,35.0,1,a-23,8741518,10006.0
15798232,15798232,2021-07-25 05:33:42.841522+00:00,x,y,2021-08-09 14:00:00+00:00,2021-08-09 16:00:00+00:00,gamma,True,20.0,1,c-4,15798232,9280.0
3516073,3516073,2021-03-19 06:06:39.298737+00:00,x,y,2021-03-23 15:30:00+00:00,2021-03-23 17:30:00+00:00,alpha,True,35.0,1,a-7,3516073,16847.0
9559354,9559354,2021-06-12 14:15:24.011960+00:00,x,y,2021-06-16 14:00:00+00:00,2021-06-16 15:55:00+00:00,beta,True,20.0,0,b-9,9559354,6856.0
10612218,10612218,2021-06-20 19:34:08.684173+00:00,x,y,2021-06-30 05:00:00+00:00,2021-06-30 06:55:00+00:00,beta,True,20.0,0,b-1,10612218,6375.0
1206598,1206598,2021-02-03 04:58:29.060991+00:00,x,y,2021-02-09 14:00:00+00:00,2021-02-09 15:55:00+00:00,beta,True,35.0,0,b-9,1206598,9543.0
7545360,7545360,2021-05-23 08:28:22.937187+00:00,x,y,2021-06-01 16:00:00+00:00,2021-06-01 18:00:00+00:00,alpha,True,15.0,1,a-7,7545360,7124.0
18876883,18876883,2021-08-13 12:10:13.980356+00:00,x,y,2021-08-21 16:00:00+00:00,2021-08-21 18:00:00+00:00,alpha,True,20.0,1,a-23,18876883,22445.0
15511292,15511292,2021-07-23 03:58:41.827822+00:00,x,y,2021-07-26 16:00:00+00:00,2021-07-26 18:00:00+00:00,alpha,True,15.0,1,a-23,15511292,14945.0
11158554,11158554,2021-06-25 05:36:03.475703+00:00,x,y,2021-07-07 09:45:00+00:00,2021-07-07 11:45:00+00:00,gamma,True,20.0,2,c-2,11158554,7900.0
965192,965192,2021-01-28 07:28:13.554605+00:00,x,y,2021-02-13 05:00:00+00:00,2021-02-13 07:00:00+00:00,gamma,True,0.0,0,c-2,965192,8780.0
758805,758805,2021-01-22 15:38:36.362867+00:00,x,y,2021-01-24 16:00:00+00:00,2021-01-24 18:10:00+00:00,alpha,True,20.0,1,a-7,758805,10227.0
10345668,10345668,2021-06-18 15:12:09.715523+00:00,x,y,2021-06-21 17:00:00+00:00,2021-06-21 18:59:00+00:00,gamma,True,20.0,2,c-6,10345668,7620.0
7260380,7260380,2021-05-20 06:01:39.848823+00:00,x,y,2021-05-26 17:00:00+00:00,2021-05-26 18:59:00+00:00,gamma,True,20.0,2,c-6,7260380,9025.0
2788826,2788826,2021-03-07 15:45:42.465210+00:00,x,y,2021-03-09 13:30:00+00:00,2021-03-09 15:30:00+00:00,alpha,True,15.0,1,a-5,2788826,7502.0
1494539,1494539,2021-02-10 10:22:58.336431+00:00,x,y,2021-03-06 11:00:00+00:00,2021-03-06 13:00:00+00:00,gamma,True,32.0,1,c-4,1494539,9405.0
3186875,3186875,2021-03-13 13:02:49.028295+00:00,x,y,2021-03-23 05:00:00+00:00,2021-03-23 07:00:00+00:00,alpha,True,35.0,1,a-1,3186875,10799.0
9982552,9982552,2021-06-15 12:36:16.683657+00:00,x,y,2021-06-16 13:00:00+00:00,2021-06-16 15:00:00+00:00,alpha,True,35.0,1,a-9,9982552,8800.0
4987391,4987391,2021-04-20 11:15:35.163520+00:00,x,y,2021-05-02 05:00:00+00:00,2021-05-02 06:55:00+00:00,beta,True,20.0,0,b-1,4987391,7392.0
14390646,14390646,2021-07-14 09:10:28.218770+00:00,x,y,2021-07-14 17:00:00+00:00,2021-07-14 18:59:00+00:00,gamma,True,20.0,2,c-6,14390646,17090.0
16926744,16926744,2021-08-02 22:02:09.418958+00:00,x,y,2021-08-17 14:00:00+00:00,2021-08-17 16:00:00+00:00,gamma,True,20.0,2,c-4,16926744,9525.0
7611184,7611184,2021-05-24 01:07:00.562884+00:00,x,y,2021-05-30 16:00:00+00:00,2021-05-30 18:00:00+00:00,alpha,True,35.0,1,a-7,7611184,14327.0
2909997,2909997,2021-03-09 15:04:23.381910+00:00,x,y,2021-04-02 05:00:00+00:00,2021-04-02 06:55:00+00:00,beta,True,20.0,0,b-1,2909997,11326.0
19983334,19983334,2021-08-19 12:16:39.665359+00:00,x,y,2021-09-01 11:00:00+00:00,2021-09-01 12:55:00+00:00,beta,True,20.0,0,b-69,19983334,7250.0
8457124,8457124,2021-06-02 07:30:22.140706+00:00,x,y,2021-06-17 07:00:00+00:00,2021-06-17 09:00:00+00:00,alpha,True,35.0,1,a-5,8457124,9707.0
9724243,9724243,2021-06-13 16:17:11.572546+00:00,x,y,2021-06-19 17:00:00+00:00,2021-06-19 18:59:00+00:00,gamma,True,20.0,1,c-6,9724243,6900.0
100961,100961,2021-01-03 10:05:15.587817+00:00,x,y,2021-01-04 16:00:00+00:00,2021-01-04 17:55:00+00:00,beta,False,20.0,0,b-19,100961,8697.0
5849971,5849971,2021-04-30 07:14:57.123655+00:00,x,y,2021-05-13 16:00:00+00:00,2021-05-13 18:00:00+00:00,alpha,True,35.0,1,a-7,5849971,8290.0
11616274,11616274,2021-06-28 09:53:32.604674+00:00,x,y,2021-07-02 14:00:00+00:00,2021-07-02 16:00:00+00:00,gamma,True,20.0,2,c-4,11616274,10785.0
10706237,10706237,2021-06-21 15:15:36.069948+00:00,x,y,2021-07-17 09:45:00+00:00,2021-07-17 11:45:00+00:00,gamma,True,20.0,1,c-2,10706237,6900.0
19425592,19425592,2021-08-16 11:45:33.421056+00:00,x,y,2021-08-17 10:00:00+00:00,2021-08-17 12:00:00+00:00,alpha,True,20.0,1,a-7,19425592,7524.0
1522893,1522893,2021-02-11 05:26:13.744656+00:00,x,y,2021-02-22 16:00:00+00:00,2021-02-22 18:10:00+00:00,alpha,True,0.0,0,a-7,1522893,8739.0
16103841,16103841,2021-07-27 06:18:34.285216+00:00,x,y,2021-07-28 17:00:00+00:00,2021-07-28 18:59:00+00:00,gamma,True,20.0,1,c-6,16103841,9280.0
6025726,6025726,2021-05-02 17:16:19.737221+00:00,x,y,2021-05-20 05:00:00+00:00,2021-05-20 07:00:00+00:00,alpha,True,35.0,1,a-1,6025726,6995.0
21315059,21315059,2021-08-28 08:55:40.390019+00:00,x,y,2021-09-10 13:15:00+00:00,2021-09-10 15:15:00+00:00,alpha,True,15.0,1,a-9,21315059,7524.0
12958216,12958216,2021-07-05 14:58:17.350304+00:00,x,y,2021-07-08 14:00:00+00:00,2021-07-08 16:00:00+00:00,gamma,True,20.0,1,c-4,12958216,11800.0
19622972,19622972,2021-08-17 12:46:17.021968+00:00,x,y,2021-08-28 10:00:00+00:00,2021-08-28 12:00:00+00:00,alpha,True,15.0,1,a-7,19622972,8300.0
773457,773457,2021-01-23 04:02:40.745088+00:00,x,y,2021-02-17 17:00:00+00:00,2021-02-17 18:59:00+00:00,gamma,True,32.0,1,c-6,773457,9150.0
6438760,6438760,2021-05-08 19:31:25.323713+00:00,x,y,2021-05-10 17:00:00+00:00,2021-05-10 18:59:00+00:00,gamma,True,20.0,2,c-6,6438760,13500.0
7767486,7767486,2021-05-26 00:19:29.205800+00:00,x,y,2021-05-27 05:00:00+00:00,2021-05-27 07:00:00+00:00,gamma,True,20.0,1,c-2,7767486,8025.0
10560955,10560955,2021-06-20 11:25:54.952753+00:00,x,y,2021-06-21 10:00:00+00:00,2021-06-21 12:00:00+00:00,alpha,True,15.0,1,a-7,10560955,7900.0
11864319,11864319,2021-06-29 18:01:13.219126+00:00,x,y,2021-06-30 16:00:00+00:00,2021-06-30 18:00:00+00:00,alpha,True,15.0,1,a-23,11864319,15692.0
11098500,11098500,2021-06-24 16:20:04.816988+00:00,x,y,2021-06-29 14:00:00+00:00,2021-06-29 15:55:00+00:00,beta,True,20.0,0,b-9,11098500,6720.0
11241698,11241698,2021-06-25 15:58:33.021589+00:00,x,y,2021-09-29 07:00:00+00:00,2021-09-29 09:00:00+00:00,alpha,True,35.0,1,a-5,11241698,7124.0
10700326,10700326,2021-06-21 14:25:17.976955+00:00,x,y,2021-07-11 11:00:00+00:00,2021-07-11 12:55:00+00:00,beta,True,20.0,0,b-69,10700326,7201.0
1355878,1355878,2021-02-06 17:55:42.823352+00:00,x,y,2021-02-19 05:00:00+00:00,2021-02-19 06:55:00+00:00,beta,True,35.0,0,b-1,1355878,9533.0
4019042,4019042,2021-03-29 15:30:19.356482+00:00,x,y,2021-03-31 15:30:00+00:00,2021-03-31 17:30:00+00:00,alpha,True,15.0,1,a-7,4019042,9798.0
11826426,11826426,2021-06-29 13:49:25.370029+00:00,x,y,2021-07-16 10:35:00+00:00,2021-07-16 12:35:00+00:00,gamma,True,20.0,1,c-2,11826426,7500.0
12354241,12354241,2021-07-02 13:43:20.063934+00:00,x,y,2021-07-15 14:00:00+00:00,2021-07-15 16:00:00+00:00,gamma,True,20.0,2,c-4,12354241,12800.0
1513342,1513342,2021-02-10 18:50:56.921441+00:00,x,y,2021-03-15 05:15:00+00:00,2021-03-15 07:25:00+00:00,alpha,True,0.0,0,a-1,1513342,8739.0
13414998,13414998,2021-07-08 03:09:49.165434+00:00,x,y,2021-08-04 05:00:00+00:00,2021-08-04 06:55:00+00:00,beta,True,40.0,0,b-1,13414998,8170.0
6044079,6044079,2021-05-02 23:45:16.187075+00:00,x,y,2021-05-04 17:00:00+00:00,2021-05-04 18:59:00+00:00,gamma,True,20.0,2,c-6,6044079,8390.0
6247541,6247541,2021-05-05 19:48:54.021256+00:00,x,y,2021-05-10 17:00:00+00:00,2021-05-10 18:59:00+00:00,gamma,True,20.0,1,c-6,6247541,7390.0
11564730,11564730,2021-06-28 01:31:19.600222+00:00,x,y,2021-07-08 07:00:00+00:00,2021-07-08 09:00:00+00:00,alpha,True,15.0,1,a-5,11564730,7150.0
2105181,2105181,2021-02-24 12:19:20.237446+00:00,x,y,2021-02-25 13:00:00+00:00,2021-02-25 15:00:00+00:00,alpha,True,35.0,1,a-5,2105181,12500.0
6822646,6822646,2021-05-15 05:54:20.686076+00:00,x,y,2021-05-18 05:00:00+00:00,2021-05-18 07:00:00+00:00,alpha,True,15.0,1,a-1,6822646,5996.0
2249795,2249795,2021-02-27 11:15:48.425465+00:00,x,y,2021-03-28 11:00:00+00:00,2021-03-28 12:55:00+00:00,beta,True,20.0,0,b-69,2249795,11452.0
7612127,7612127,2021-05-24 01:40:23.764208+00:00,x,y,2021-05-26 05:00:00+00:00,2021-05-26 06:55:00+00:00,beta,True,20.0,0,b-1,7612127,7395.0
11810787,11810787,2021-06-29 12:06:36.902033+00:00,x,y,2021-07-20 09:45:00+00:00,2021-07-20 11:45:00+00:00,gamma,True,20.0,1,c-2,11810787,7765.0
19869075,19869075,2021-08-18 18:39:37.064567+00:00,x,y,2021-08-24 16:00:00+00:00,2021-08-24 18:00:00+00:00,alpha,True,15.0,1,a-23,19869075,11245.0
4026318,4026318,2021-03-29 18:34:15.477673+00:00,x,y,2021-03-31 11:00:00+00:00,2021-03-31 13:00:00+00:00,gamma,True,20.0,2,c-4,4026318,10800.0
5366037,5366037,2021-04-23 18:05:01.124408+00:00,x,y,2021-05-01 05:00:00+00:00,2021-05-01 07:00:00+00:00,gamma,True,20.0,2,c-2,5366037,8390.0
17398318,17398318,2021-08-06 15:21:46.833751+00:00,x,y,2021-08-07 14:00:00+00:00,2021-08-07 16:00:00+00:00,gamma,True,20.0,2,c-4,17398318,7870.0
15968727,15968727,2021-07-26 08:31:28.280051+00:00,x,y,2021-07-28 10:00:00+00:00,2021-07-28 12:00:00+00:00,alpha,True,15.0,1,a-7,15968727,11245.0
7699227,7699227,2021-05-25 04:48:23.025424+00:00,x,y,2021-06-01 05:00:00+00:00,2021-06-01 07:00:00+00:00,gamma,True,20.0,1,c-2,7699227,8025.0
19201547,19201547,2021-08-15 07:45:23.678386+00:00,x,y,2021-08-28 10:00:00+00:00,2021-08-28 12:00:00+00:00,gamma,True,20.0,2,c-2,19201547,8765.0
4372929,4372929,2021-04-07 18:43:41.865238+00:00,x,y,2021-04-18 11:00:00+00:00,2021-04-18 13:00:00+00:00,gamma,True,20.0,1,c-4,4372929,8650.0
7900822,7900822,2021-05-27 20:09:01.880363+00:00,x,y,2021-06-02 13:00:00+00:00,2021-06-02 15:00:00+00:00,alpha,True,35.0,1,a-5,7900822,8027.0
10744964,10744964,2021-06-21 20:33:27.772234+00:00,x,y,2021-06-22 17:00:00+00:00,2021-06-22 18:59:00+00:00,gamma,True,20.0,1,c-6,10744964,6620.0
1560834,1560834,2021-02-12 03:04:50.622746+00:00,x,y,2021-02-12 05:00:00+00:00,2021-02-12 07:00:00+00:00,gamma,True,32.0,1,c-2,1560834,10160.0
5615691,5615691,2021-04-26 18:58:10.409009+00:00,x,y,2021-04-27 11:00:00+00:00,2021-04-27 13:00:00+00:00,gamma,True,20.0,1,c-4,5615691,8650.0
16380368,16380368,2021-07-29 08:09:24.633464+00:00,x,y,2021-10-25 10:00:00+00:00,2021-10-25 12:00:00+00:00,gamma,True,20.0,2,c-2,16380368,13560.0
15982009,15982009,2021-07-26 09:56:26.758731+00:00,x,y,2021-08-02 13:00:00+00:00,2021-08-02 15:00:00+00:00,alpha,True,35.0,1,a-9,15982009,12645.0
859830,859830,2021-01-25 11:53:33.559164+00:00,x,y,2021-02-16 11:00:00+00:00,2021-02-16 12:55:00+00:00,beta,True,20.0,0,b-69,859830,8707.0
7545386,7545386,2021-05-23 08:28:31.528504+00:00,x,y,2021-07-15 17:00:00+00:00,2021-07-15 18:59:00+00:00,gamma,True,20.0,1,c-6,7545386,8025.0
3305933,3305933,2021-03-15 12:22:27.169842+00:00,x,y,2021-03-16 05:00:00+00:00,2021-03-16 07:00:00+00:00,gamma,True,20.0,1,c-2,3305933,9800.0
8479199,8479199,2021-06-02 11:00:33.489381+00:00,x,y,2021-08-22 11:00:00+00:00,2021-08-22 13:00:00+00:00,gamma,True,20.0,2,c-4,8479199,11900.0
4389548,4389548,2021-04-08 07:34:13.572372+00:00,x,y,2021-04-11 17:00:00+00:00,2021-04-11 18:59:00+00:00,gamma,True,20.0,1,c-6,4389548,8395.0
9804116,9804116,2021-06-14 07:48:12.006755+00:00,x,y,2021-06-16 14:00:00+00:00,2021-06-16 16:00:00+00:00,gamma,True,20.0,1,c-4,9804116,6900.0
16757482,16757482,2021-08-01 12:09:06.797389+00:00,x,y,2021-08-15 14:00:00+00:00,2021-08-15 16:00:00+00:00,gamma,True,20.0,1,c-4,16757482,8525.0
603314,603314,2021-01-18 09:41:18.086262+00:00,x,y,2021-01-22 11:00:00+00:00,2021-01-22 13:00:00+00:00,gamma,True,32.0,1,c-4,603314,9150.0
